medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
Insuman Comb 25,EU/1/97/030/061,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/062,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/063,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/064,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/065,"OptiSet, šķīdums injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/066,"OptiSet, šķīdums injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/067,"OptiSet, šķīdums injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/068,"OptiSet, šķīdums injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/069,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/070,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/071,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/072,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/073,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/074,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/075,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/076,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/077,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/078,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/079,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/080,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/081,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/082,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/083,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/084,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/085,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/086,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/087,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/088,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/089,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/090,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/091,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/092,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/093,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/094,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/095,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/096,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/097,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/098,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/099,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/100,"OptiSet, šķīdums injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/101,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/102,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/103,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/104,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/105,"OptiSet, šķīdums injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/106,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/107,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/108,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/109,"OptiSet, suspensija injekcijām",Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/110,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/111,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/112,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/113,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/114,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/115,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/116,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/117,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/118,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/119,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/120,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/121,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/122,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/123,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/124,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/125,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/126,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15,EU/1/97/030/127,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/128,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/129,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/130,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/131,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/132,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/133,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/134,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/135,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/136,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/137,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/138,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/139,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/140,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/141,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/142,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/143,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/144,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/145,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal SoloStar,EU/1/97/030/146,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal SoloStar,EU/1/97/030/147,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal SoloStar,EU/1/97/030/148,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal SoloStar,EU/1/97/030/149,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal SoloStar,EU/1/97/030/150,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal SoloStar,EU/1/97/030/151,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15 SoloStar,EU/1/97/030/152,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15 SoloStar,EU/1/97/030/153,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15 SoloStar,EU/1/97/030/154,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15 SoloStar,EU/1/97/030/155,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15 SoloStar,EU/1/97/030/156,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 15 SoloStar,EU/1/97/030/157,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/158,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/159,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/160,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/161,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/162,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 25,EU/1/97/030/163,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/164,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/165,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/166,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/167,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/168,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 50,EU/1/97/030/169,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/170,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/171,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/172,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/173,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/174,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/175,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/176,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/177,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/178,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/179,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/180,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/181,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/182,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/183,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/184,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/185,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/186,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/187,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/188,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/189,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/190,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/191,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/192,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/193,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/194,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/195,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/196,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Rapid,EU/1/97/030/197,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/198,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Basal,EU/1/97/030/199,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/200,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Comb 30,EU/1/97/030/201,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Implantable,EU/1/97/030/202,Šķīdums infūzijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insuman Implantable,EU/1/97/030/203,Šķīdums infūzijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Evista,EU/1/98/073/001,Apvalkotās tabletes,Raloxifeni hydrochloridum,Jā,Jā,S4,,,,,,
Evista,EU/1/98/073/002,Apvalkotās tabletes,Raloxifeni hydrochloridum,Jā,Jā,S4,,,,,,
Evista,EU/1/98/073/003,Apvalkotās tabletes,Raloxifeni hydrochloridum,Jā,Jā,S4,,,,,,
Evista,EU/1/98/073/004,Apvalkotās tabletes,Raloxifeni hydrochloridum,Jā,Jā,S4,,,,,,
Optruma,EU/1/98/074/001,Apvalkotās tabletes,Raloxifenum,Jā,Jā,S4,,,,,,
Optruma,EU/1/98/074/002,Apvalkotās tabletes,Raloxifenum,Jā,Jā,S4,,,,,,
Optruma,EU/1/98/074/003,Apvalkotās tabletes,Raloxifenum,Jā,Jā,S4,,,,,,
Optruma,EU/1/98/074/004,Apvalkotās tabletes,Raloxifenum,Jā,Jā,S4,,,,,,
NovoRapid,EU/1/99/119/001,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid Penfill,EU/1/99/119/003,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid Penfill,EU/1/99/119/006,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid,EU/1/99/119/008,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexPen,EU/1/99/119/009,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexPen,EU/1/99/119/010,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexPen,EU/1/99/119/011,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid InnoLet,EU/1/99/119/012,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid InnoLet,EU/1/99/119/013,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid InnoLet,EU/1/99/119/014,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid,EU/1/99/119/015,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexPen,EU/1/99/119/017,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexPen,EU/1/99/119/018,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexTouch,EU/1/99/119/019,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexTouch,EU/1/99/119/020,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexTouch,EU/1/99/119/021,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexTouch,EU/1/99/119/022,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid FlexTouch,EU/1/99/119/023,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid PumpCart,EU/1/99/119/024,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoRapid PumpCart,EU/1/99/119/025,Šķīdums injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
Preductal MR ilgstošās darbības tabletes,I000417,Ilgstošās darbības tabletes,Trimetazidini dihydrochloridum,Jā,Jā,S4,,,,,,
Preductal MR ilgstošās darbības tabletes,I000443,Ilgstošās darbības tabletes,Trimetazidini dihydrochloridum,Jā,Jā,S4,,,,,,
Clostilbegyt 50 mg tabletes,I000698,Tabletes,Clomipheni citras,Jā,Jā,S4,,,,,,
Clostilbegyt 50 mg tabletes,I000838,Tabletes,Clomipheni citras,Jā,Jā,S4,,,,,,
Preductal MR 35 mg modificētas darbības tabletes,I000859,Modificētās darbības tablete,Trimetazidini dihydrochloridum,Jā,Jā,S4,,,,,,
Clostilbegyt 50 mg tabletes,I000950,Tabletes,Clomipheni citras,Jā,Jā,S4,,,,,,
Preductal MR 35 mg modificētas darbības tabletes,I001029,Modificētās darbības tablete,Trimetazidini dihydrochloridum,Jā,Jā,S4,,,,,,
Clostilbegyt 50 mg tabletes,I001091,Tabletes,Clomipheni citras,Jā,Jā,S4,,,,,,
Anastrozolo Teva 1 mg apvalkotās tabletes,I001108,Apvalkotās tabletes,Anastrozolum,Jā,Jā,S4,,,,,,
Verospiron 50 mg cietās kapsulas,00-0897,Cietās kapsulas,Spironolactonum,Jā,Jā,S5,,,,,,
Mannitol Fresenius 10% šķīdums infūzijām,01-0003,Šķīdums infūzijām,Mannitolum,Jā,Jā,S5,,,,,,
Mannitol Fresenius 15% šķīdums infūzijām,01-0004,Šķīdums infūzijām,Mannitolum,Jā,Jā,S5,,,,,,
"Accuzide 10 mg/12,5 mg apvalkotās tabletes",01-0279,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Accuzide 20 mg/12,5 mg apvalkotās tabletes",01-0280,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Indatens 2,5 mg cietās kapsulas",02-0233,Cietās kapsulas,Indapamidum,Jā,Jā,S5,,,,,,
"Co-Diovan 160 mg/12,5 mg apvalkotās tabletes",02-0393,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Co-Diovan 160 mg/25 mg apvalkotās tabletes,02-0394,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Cilvēka albumīna 20% šķīdums infūzijām,02-0462,Šķīdums infūzijām,Albuminum humanum,Jā,Jā,S5,,,,,,
"Monozide 20 mg/12,5 mg tabletes",03-0033,Tabletes,"Fosinoprilum natricum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Proindap 2,5 mg cietās kapsulas",03-0079,Cietās kapsulas,Indapamidum,Jā,Jā,S5,,,,,,
Voluven 6% šķīdums infūzijām,03-0177,Šķīdums infūzijām,"Poly(O-2-hydroxyethyl) amylum, Natrii chloridum",Jā,Jā,S5,,,,,,
Spirogamma 100 mg tabletes,03-0308,Tabletes,Spironolactonum,Jā,Jā,S5,,,,,,
"Dextran 40 Fresenius 10%, šķīdums infūzijām",03-0349,Šķīdums infūzijām,Dextranum,Jā,Jā,S5,,,,,,
"EnaHexal Comp 20 mg/12,5 mg tabletes",04-0091,Tabletes,"Enalaprili maleas, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Co-Ramicor 5 mg/25 mg tabletes,04-0184,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Torasemide HEXAL 50 mg tabletes,05-0004,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
Torasemide HEXAL 100 mg tabletes,05-0005,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
Torasemide HEXAL 200 mg tabletes,05-0006,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
"Enap-HL 20 mg/12,5 mg tabletes",05-0041,Tabletes,"Enalaprili maleas, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Tertensif SR 1,5 mg ilgstošās darbības apvalkotās tabletes",05-0157,Ilgstošās darbības apvalkotās tabletes,Indapamidum,Jā,Jā,S5,,,,,,
Furosemide Sopharma 10 mg/ml šķīdums injekcijām,05-0219,Šķīdums injekcijām,Furosemidum,Jā,Jā,S5,,,,,,
Torasemide Teva 5 mg tabletes,05-0220,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
Torasemide Teva 10 mg tabletes,05-0221,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
"Rawel SR 1,5 mg ilgstošās darbības apvalkotās tabletes",05-0457,Ilgstošās darbības apvalkotās tabletes,Indapamidum,Jā,Jā,S5,,,,,,
"Ampril HL 2,5 mg/12,5 mg tabletes",05-0552,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Ampril HD 5 mg/25 mg tabletes,05-0553,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Mesar Plus 20 mg/12,5 mg apvalkotās tabletes",05-0631,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Mesar Plus 20 mg/25 mg apvalkotās tabletes,05-0632,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Glypressin 1 mg pulveris un šķīdinātājs injekciju šķīduma pagatavošanai,06-0025,Pulveris un šķīdinātājs injekciju šķīduma pagatavošanai,Terlipressini acetas,Jā,Jā,S5,,,,,,
Inspra 25 mg apvalkotās tabletes,06-0048,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
Inspra 50 mg apvalkotās tabletes,06-0049,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
Minirin 60 mikrogrami liofilizāts iekšķīgai lietošanai,06-0163,Liofilizāts iekšķīgai lietošanai,Desmopressinum,Jā,Jā,S5,,,,,,
Minirin 120 mikrogrami liofilizāts iekšķīgai lietošanai,06-0164,Liofilizāts iekšķīgai lietošanai,Desmopressinum,Jā,Jā,S5,,,,,,
Minirin 240 mikrogrami liofilizāts iekšķīgai lietošanai,06-0165,Liofilizāts iekšķīgai lietošanai,Desmopressinum,Jā,Jā,S5,,,,,,
Tetraspan 60 mg/ml šķīdums infūzijām,06-0246,Šķīdums infūzijām,"Hydroxyethylamylum, Natrii chloridum, Kalii chloridum, Calcii chloridum dihydricum, Magnesii chloridum hexahydricum, Natrii acetas trihydricus, Acidum L-malicum",Jā,Jā,S5,,,,,,
Tetraspan 100 mg/ml šķīdums infūzijām,06-0247,Šķīdums infūzijām,"Hydroxyethylamylum, Natrii chloridum, Kalii chloridum, Calcii chloridum dihydricum, Magnesii chloridum hexahydricum, Natrii acetas trihydricus, Acidum L-malicum",Jā,Jā,S5,,,,,,
Albumin Baxalta 50 g/l šķīdums infūzijām,06-0248,Šķīdums infūzijām,Albuminum humanum,Jā,Jā,S5,,,,,,
Albumin Baxalta 200 g/l šķīdums infūzijām,06-0249,Šķīdums infūzijām,Albuminum humanum,Jā,Jā,S5,,,,,,
"Noliprel Arginine 2,5 mg/0,625 mg apvalkotās tabletes",07-0015,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
